School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
Farmingdale State College,Farmingdale,New York,United States,www.farmingdale.edu,Manufacturing Engineering Technology,Bachelors,"Oct 1, 1986 – Present",Main Campus,Manufacturing Engineering Technology,2025-2026,ETAC,Sydney Accord
Farmingdale State College,Farmingdale,New York,United States,www.farmingdale.edu,Construction Management Engineering Technology,Bachelors,"Oct 1, 1999 – Present",Main Campus,Construction Engineering Technology,2025-2026,ETAC,Sydney Accord
Farmingdale State College,Farmingdale,New York,United States,www.farmingdale.edu,Computer Engineering Technology,Bachelors,"Oct 1, 1999 – Present",Main Campus,Computer Engineering Technology,2025-2026,ETAC,Sydney Accord
Farmingdale State College,Farmingdale,New York,United States,www.farmingdale.edu,Architectural Engineering Technology,Bachelors,"Oct 1, 2005 – Present",Main Campus,Architectural Engineering Technology,2025-2026,ETAC,Sydney Accord
Farmingdale State College,Farmingdale,New York,United States,www.farmingdale.edu,Mechanical Engineering Technology,Bachelors,"Oct 1, 2005 – Present",Main Campus,Mechanical Engineering Technology,2025-2026,ETAC,Sydney Accord
Farmingdale State College,Farmingdale,New York,United States,www.farmingdale.edu,Civil Engineering Technology,Bachelors,"Oct 1, 2021 – Present",Main Campus,Civil Engineering Technology,2025-2026,ETAC,Sydney Accord
Fayetteville State University,Fayetteville,North Carolina,United States,http://www.uncfsu.edu,Computer Science,Bachelors,"Oct 1, 2009 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
Ferris State University,Big Rapids,Michigan,United States,www.ferris.edu,Mechanical Engineering Technology,Bachelors,"Oct 1, 2002 – Present",Main Campus,Mechanical Engineering Technology,2027-2028,ETAC,Sydney Accord
Ferris State University,Big Rapids,Michigan,United States,www.ferris.edu,Automotive Engineering Technology,Bachelors,"Oct 1, 2005 – Present",Main Campus,Automotive Engineering Technology,2027-2028,ETAC,Sydney Accord
Ferris State University,Big Rapids,Michigan,United States,www.ferris.edu,Welding Engineering Technology,Bachelors,"Oct 1, 2007 – Present",Main Campus,General Criteria Only (ETAC),2027-2028,ETAC,Sydney Accord
Ferris State University,Big Rapids,Michigan,United States,www.ferris.edu,Facility Management,Bachelors,"Oct 1, 2021 – Present",Main Campus,Facility Management,2026-2027,ANSAC,
Ferris State University,Big Rapids,Michigan,United States,www.ferris.edu,Information Security and Intelligence,Bachelors,"Oct 1, 2017 – Present",Main Campus,Cybersecurity,2024-2025,CAC,Seoul Accord
Ferris State University,Big Rapids,Michigan,United States,www.ferris.edu,Surveying Engineering,Bachelors,"Oct 1, 1989 – Present",Main Campus,Surveying and Geomatics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Fitchburg State University,Fitchburg,Massachusetts,United States,www.fitchburgstate.edu,Computer Science,Bachelors,"Oct 1, 2006 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
Fitchburg State University,Fitchburg,Massachusetts,United States,www.fitchburgstate.edu,Computer Information Systems,Bachelors,"Oct 1, 2006 – Present",Main Campus,Information Systems,2025-2026,CAC,Seoul Accord
Florida A&M University,Tallahassee,Florida,United States,www.famu.edu,Facilities Management Major,Bachelors,"Oct 1, 2019 – Present",Main Campus,Facility Management,2025-2026,ANSAC,
Florida A&M University,Tallahassee,Florida,United States,www.famu.edu,Facility Management,Masters,"Oct 1, 2019 – Present",Main Campus,Facility Management,2025-2026,ANSAC,
Florida A&M University,Tallahassee,Florida,United States,www.famu.edu,Computer Science,Bachelors,"Oct 1, 2000 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
Florida A&M University,Tallahassee,Florida,United States,www.famu.edu,Biological Systems Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,Biological Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida A&M University,Tallahassee,Florida,United States,www.famu.edu,Construction Engineering Technology,Bachelors,"Oct 1, 1990 – Present",Main Campus,Construction Engineering Technology,2027-2028,ETAC,Sydney Accord
Florida A&M University,Tallahassee,Florida,United States,www.famu.edu,Electronic(s) Engineering Technology,Bachelors,"Oct 1, 1974 – Present",Main Campus,Electrical and Electronics Engineering Technology,2027-2028,ETAC,Sydney Accord
Florida A&M University - Florida State University,Tallahassee,Florida,United States,www.eng.famu.fsu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1986 – Present","Main Campus, Florida State University-Panama City Campus",Mechanical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida A&M University - Florida State University,Tallahassee,Florida,United States,www.eng.famu.fsu.edu,Computer Engineering,Bachelors,"Oct 1, 2002 – Present","Florida State University-Panama City Campus, Main Campus",Computer Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida A&M University - Florida State University,Tallahassee,Florida,United States,www.eng.famu.fsu.edu,Biomedical Engineering,Bachelors,"Oct 1, 2020 – Present",Main Campus,Bioengineering and Biomedical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida A&M University - Florida State University,Tallahassee,Florida,United States,www.eng.famu.fsu.edu,Chemical Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida A&M University - Florida State University,Tallahassee,Florida,United States,www.eng.famu.fsu.edu,Civil Engineering,Bachelors,"Oct 1, 1986 – Present","Florida State University-Panama City Campus, Main Campus",Civil Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida A&M University - Florida State University,Tallahassee,Florida,United States,www.eng.famu.fsu.edu,Electrical Engineering,Bachelors,"Oct 1, 1986 – Present","Florida State University-Panama City Campus, Main Campus",Electrical and Electronics Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida A&M University - Florida State University,Tallahassee,Florida,United States,www.eng.famu.fsu.edu,Industrial Engineering,Bachelors,"Oct 1, 1990 – Present",Main Campus,Industrial Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Atlantic University,Boca Raton,Florida,United States,www.fau.edu,Computer Science,Bachelors,"Oct 1, 1989 – Present",Main Campus,Computer Science,2026-2027,CAC,Seoul Accord
Florida Atlantic University,Boca Raton,Florida,United States,www.fau.edu,Computer Engineering,Bachelors,"Oct 1, 1995 – Present",Main Campus,Computer Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Florida Atlantic University,Boca Raton,Florida,United States,www.fau.edu,Electrical Engineering,Bachelors,"Oct 1, 1973 – Present",Main Campus,Electrical and Electronics Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Florida Atlantic University,Boca Raton,Florida,United States,www.fau.edu,Mechanical Engineering,Bachelors,"Oct 1, 1977 – Present",Main Campus,Mechanical Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Florida Atlantic University,Boca Raton,Florida,United States,www.fau.edu,Ocean Engineering,Bachelors,"Oct 1, 1973 – Present","SeaTech, Main Campus",Ocean Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Florida Atlantic University,Boca Raton,Florida,United States,www.fau.edu,Civil Engineering,Bachelors,"Oct 1, 2002 – Present",Main Campus,Civil Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Florida Atlantic University,Boca Raton,Florida,United States,www.fau.edu,Geomatics Engineering,Bachelors,"Oct 1, 2010 – Present","Florida Atlantic University - Jupiter Campus, Florida Atlantic University - Main Campus, Main Campus",Surveying and Geomatics Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Florida Atlantic University,Boca Raton,Florida,United States,www.fau.edu,Environmental Engineering,Bachelors,"Oct 1, 2018 – Present","Main Campus, SeaTech",Environmental Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Florida Gulf Coast University,Fort Myers,Florida,United States,www.fgcu.edu,Bioengineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Bioengineering and Biomedical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Gulf Coast University,Fort Myers,Florida,United States,www.fgcu.edu,Civil Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Civil Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Gulf Coast University,Fort Myers,Florida,United States,www.fgcu.edu,Environmental Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Environmental Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Gulf Coast University,Fort Myers,Florida,United States,www.fgcu.edu,Software Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Software Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Computer Science,Bachelors,"Oct 1, 1998 – Present",Main Campus,Computer Science,2027-2028,CAC,Seoul Accord
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Aerospace Engineering,Bachelors,"Oct 1, 1990 – Present",Main Campus,Aerospace Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Chemical Engineering,Bachelors,"Oct 1, 1983 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Civil Engineering,Bachelors,"Oct 1, 1983 – Present",Main Campus,Civil Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Computer Engineering,Bachelors,"Oct 1, 1983 – Present",Main Campus,Computer Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Electrical Engineering,Bachelors,"Oct 1, 1970 – Present",Main Campus,Electrical and Electronics Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Mechanical Engineering,Bachelors,"Oct 1, 1974 – Present",Main Campus,Mechanical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Ocean Engineering,Bachelors,"Oct 1, 1980 – Present",Main Campus,Ocean Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Software Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Software Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida Institute of Technology,Melbourne,Florida,United States,www.fit.edu,Biomedical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Bioengineering and Biomedical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Florida International University,Miami,Florida,United States,www.fiu.edu,Computer Science,Bachelors,"Oct 1, 1993 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
Florida International University,Miami,Florida,United States,www.fiu.edu,Cybersecurity,Bachelors,"Oct 1, 2020 – Present","Main Campus, Fully Online (under consideration)",Cybersecurity,2028-2029,CAC,Seoul Accord
Florida International University,Miami,Florida,United States,www.fiu.edu,Information Technology,Bachelors,"Oct 1, 2021 – Present","Main Campus, Fully Online",Information Technology,2028-2029,CAC,Seoul Accord
Florida International University,Miami,Florida,United States,www.fiu.edu,Civil Engineering,Bachelors,"Oct 1, 1985 – Present",Main Campus,Civil Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Florida International University,Miami,Florida,United States,www.fiu.edu,Computer Engineering,Bachelors,"Oct 1, 1992 – Present","Main Campus, Fully Online",Computer Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Florida International University,Miami,Florida,United States,www.fiu.edu,Electrical Engineering,Bachelors,"Oct 1, 1985 – Present","Main Campus, Fully Online",Electrical and Electronics Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Florida International University,Miami,Florida,United States,www.fiu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Mechanical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Florida International University,Miami,Florida,United States,www.fiu.edu,Biomedical Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Bioengineering and Biomedical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Florida International University,Miami,Florida,United States,www.fiu.edu,Environmental Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Environmental Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Florida International University,Miami,Florida,United States,www.fiu.edu,Interdisciplinary Engineering,Bachelors,"Oct 1, 2020 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Florida Memorial University,Miami Gardens,Florida,United States,http://www.fmuniv.edu,Computer Science,Bachelors,"Oct 1, 2012 – Present",Main Campus,Computer Science,2027-2028,CAC,Seoul Accord
Florida Memorial University,Miami Gardens,Florida,United States,http://www.fmuniv.edu,Information Systems,Bachelors,"Oct 1, 2010 – Present",Main Campus,Information Systems,2027-2028,CAC,Seoul Accord
Florida Polytechnic University,Lakeland,Florida,United States,https://floridapoly.edu/,Computer Science,Bachelors,"Oct 1, 2017 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
Florida Polytechnic University,Lakeland,Florida,United States,https://floridapoly.edu/,Computer Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Computer Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
